country,iso2c,iso3c,year,status,lastupdated,life_expectancy,access_to_electricity,co2_emissions,gdp_per_cap,region,capital,longitude,latitude,income,lending
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",T3,TMN,2000,,2025-07-01,65.6072409047927,81.2536678712174,2.10754692302967,2320.80463764382,NA,NA,NA,NA,NA,NA
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",T3,TMN,2001,,2025-07-01,65.9712698137957,81.995810773732,2.15856622846265,2336.86191907428,NA,NA,NA,NA,NA,NA
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",T3,TMN,2002,,2025-07-01,66.3239554028688,82.3266033779687,2.15475069332969,2362.14666917658,NA,NA,NA,NA,NA,NA
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",T3,TMN,2003,,2025-07-01,66.4165076290855,83.3598460483781,2.16884757986959,2374.28174809087,NA,NA,NA,NA,NA,NA
Middle income,XP,MIC,2013,,2025-07-01,70.6558539715979,87.8879932539697,3.63566421814312,4273.3557541338,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2010,,2025-07-01,69.7116856504068,84.9999537271052,3.28357407739434,3733.96556155466,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1995,,2025-07-01,64.8716264996405,NA,1.95740206264551,1937.29361845266,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2011,,2025-07-01,70.0417625323479,86.5077282234945,3.46728065173064,3926.2480049756,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2012,,2025-07-01,70.3719580017028,86.85665915497,3.553497666669,4095.54004207798,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2014,,2025-07-01,70.9403712992755,88.4909849365417,3.65835935343157,4441.19227224839,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2015,,2025-07-01,71.2072642315496,89.696086196752,3.59161977187832,4599.80845420887,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2000,,2025-07-01,66.4996894321111,77.2241914464206,2.01785331803765,2276.20890500993,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2001,,2025-07-01,66.8263475778242,77.9432237654002,2.04872489119623,2325.0006470529,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2002,,2025-07-01,67.169524009184,78.5549158338106,2.11617189294863,2402.82380144628,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2009,,2025-07-01,69.3941546629876,84.2668974741852,3.08558435006201,3494.91272392487,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1999,,2025-07-01,66.141844136344,NA,1.95691538813884,2187.29976858484,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1996,,2025-07-01,65.1990219088538,NA,1.9472020266913,2025.39334781667,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1997,,2025-07-01,65.5232017407672,NA,1.9822785503364,2105.87038259082,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1998,,2025-07-01,65.8318522352774,NA,1.98129882737072,2141.75676679156,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2008,,2025-07-01,68.9744447215503,83.7498298248935,3.01185684074225,3402.1783006843,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2003,,2025-07-01,67.4764411741404,79.7289717841542,2.27628262690123,2511.49537260931,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2006,,2025-07-01,68.4385917828347,81.685538137335,2.79391027759811,3023.69474527142,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2007,,2025-07-01,68.7774099788513,82.6476038900689,2.95185785522982,3251.70375528878,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2005,,2025-07-01,68.1061163042439,80.9114618782945,2.63012672637787,2828.94500281931,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2004,,2025-07-01,67.6912316359649,79.7506013869186,2.46330048105862,2669.19549280949,Aggregates,,,,Aggregates,Aggregates
Moldova,MD,MDA,1995,,2025-07-01,66.218,100,4.15122578897467,1511.95831765054,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1996,,2025-07-01,66.248,100,3.58301668683772,1425.9518091471,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2004,,2025-07-01,68.017,99.1,2.72390792476441,1781.19145323724,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2003,,2025-07-01,67.9,98.8,2.71004595621794,1654.36629303195,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2015,,2025-07-01,70.118,99.9,2.92534004142486,2749.55137054338,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1997,,2025-07-01,66.484,100,3.27971576205391,1454.80861555923,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1998,,2025-07-01,66.84,100,2.99312455220669,1360.18161095544,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2006,,2025-07-01,68.423,98.9,2.81478406382301,2017.17730062908,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2007,,2025-07-01,68.674,99,2.79121970261271,2082.51260097669,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2005,,2025-07-01,68.197,98.6,2.88281178337721,1919.44550763748,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2009,,2025-07-01,69.406,99.2,2.72419537395649,2116.94357544097,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2010,,2025-07-01,69.876,99.3,2.97031743802479,2269.51116145996,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1999,,2025-07-01,67.205,100,2.54198596748404,1316.43254916007,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2008,,2025-07-01,69,99.1,2.762203307059,2249.22589719372,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2000,,2025-07-01,67.462,98.7,2.35667774940609,1346.9156717656101,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2002,,2025-07-01,67.793,99,2.50959594832013,1547.57421231612,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2014,,2025-07-01,70.241,99.8,2.8126733186018,2737.80185056647,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2011,,2025-07-01,70.173,99.4,2.98252280299325,2402.94446306051,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2001,,2025-07-01,67.672,98.8,2.45999585351603,1432.2768928234,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2013,,2025-07-01,70.291,99.6,2.61981047420615,2605.85029986142,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2012,,2025-07-01,70.344,99.5,2.91935459059883,2389.08666147529,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Monaco,MC,MCO,2009,,2025-07-01,84.187,100,NA,142375.532007071,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2006,,2025-07-01,84.194,100,NA,140615.178788026,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2007,,2025-07-01,83.903,100,NA,162028.480643444,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2008,,2025-07-01,83.827,100,NA,163243.752211148,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2011,,2025-07-01,85.01,100,NA,148272.711991792,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2012,,2025-07-01,85.045,100,NA,146472.677860476,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2013,,2025-07-01,85.056,100,NA,157167.975027858,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2010,,2025-07-01,84.644,100,NA,141814.78664157,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2005,,2025-07-01,84.34,100,NA,132253.218402608,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,1998,,2025-07-01,81.605,100,NA,112873.604489635,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,1995,,2025-07-01,80.902,100,NA,107691.087543628,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2014,,2025-07-01,85.093,100,NA,165288.200345355,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,1997,,2025-07-01,81.358,100,NA,109747.029483889,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2015,,2025-07-01,85.323,100,NA,170437.101188261,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,1999,,2025-07-01,81.826,100,NA,116084.581378187,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,1996,,2025-07-01,81.133,100,NA,108107.452988927,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2001,,2025-07-01,82.485,100,NA,123122.12291461,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2004,,2025-07-01,84.151,100,NA,129403.404955341,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2000,,2025-07-01,82.121,100,NA,120456.506337384,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2003,,2025-07-01,83.613,100,NA,126022.239091348,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Monaco,MC,MCO,2002,,2025-07-01,83.055,100,NA,124481.880220824,Europe & Central Asia,Monaco,7.41891,43.7325,High income,Not classified
Mongolia,MN,MNG,1995,,2025-07-01,60.892512195122,NA,4.64901379584664,1499.26495210763,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,1999,,2025-07-01,62.7895365853659,NA,3.67182292358367,1601.31353865438,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2000,,2025-07-01,63.2104878048781,67.3,3.78591625252952,1598.31282040605,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2003,,2025-07-01,63.5753658536585,76.3,3.77455174098745,1775.64906676137,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2002,,2025-07-01,63.540243902439,72.8,3.94360699167465,1680.65335337555,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2013,,2025-07-01,70.0980487804878,81.2,6.61532501946354,3628.90708069575,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2004,,2025-07-01,64.630243902439,74.8,3.81795335056602,1942.36263694017,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2005,,2025-07-01,65.2807317073171,86.2,4.38770276221442,2060.26168223171,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2001,,2025-07-01,63.3917073170732,71.7,3.72751371005534,1625.46152259484,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2007,,2025-07-01,66.5934146341464,78.1,5.07727194111882,2403.72416258662,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2008,,2025-07-01,67.2460975609756,79.2,4.99617698389188,2576.71295838607,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,1996,,2025-07-01,60.994,NA,3.86929538169167,1509.32921132514,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2006,,2025-07-01,65.9021951219512,77,4.9537856501795,2209.74321787628,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,1998,,2025-07-01,62.0830731707317,NA,3.69918526006225,1575.67716165836,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2009,,2025-07-01,67.9690243902439,80.3,5.17573570806153,2498.72967493254,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2010,,2025-07-01,68.5056097560976,78.5,5.44270074511926,2611.67326563924,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2011,,2025-07-01,69.109268292683,72.1,5.82701106873339,3010.81642672623,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2012,,2025-07-01,69.500243902439,83.7,6.21853326313825,3318.16496597089,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2014,,2025-07-01,70.5831707317073,86,6.59056877007391,3830.35892049593,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,2015,,2025-07-01,70.810243902439,88,5.95454569481814,3838.92126989984,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Mongolia,MN,MNG,1997,,2025-07-01,61.414512195122,NA,3.73919493836588,1546.08098489924,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Upper middle income,IBRD
Montenegro,ME,MNE,2010,,2025-07-01,75.990243902439,99.2,NA,5982.19928466066,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2014,,2025-07-01,76.3390243902439,97.7,NA,6287.46282384571,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2015,,2025-07-01,76.6024390243903,99.5,NA,6491.19280618646,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1998,,2025-07-01,73.2877804878049,100,NA,4723.14338358475,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2013,,2025-07-01,76.490243902439,99.7,NA,6188.7584890435,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2000,,2025-07-01,73.3968048780488,99.1,NA,4431.60047014419,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2003,,2025-07-01,74.0557317073171,99,NA,4623.0760644615,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2004,,2025-07-01,74.2056097560976,99,NA,4819.14785988608,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2005,,2025-07-01,73.9829268292683,99.8,NA,5013.1959009921,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2009,,2025-07-01,75.1439024390244,99.1,NA,5833.65954418904,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2007,,2025-07-01,74.3390243902439,99,NA,5798.06497333447,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2011,,2025-07-01,76.0829268292683,99,NA,6166.20322332653,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2012,,2025-07-01,76.3,99.3,NA,5987.89159662568,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1995,,2025-07-01,73.5649268292683,100,NA,NA,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1996,,2025-07-01,73.4447317073171,100,NA,NA,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1997,,2025-07-01,73.3429756097561,100,NA,4488.79462512197,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2002,,2025-07-01,73.9652195121951,99,NA,4529.12330572995,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1999,,2025-07-01,73.1438780487805,100,NA,4290.89684941343,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2001,,2025-07-01,73.5801951219512,99.1,NA,4462.34990117884,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2008,,2025-07-01,75.1365853658537,99,NA,6205.8212472095,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2006,,2025-07-01,73.8390243902439,99,NA,5435.88622103627,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Morocco,MA,MAR,1996,,2025-07-01,65.226,62.2745933532715,1.07845361852666,1886.67224121094,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2000,,2025-07-01,66.794,69.8,1.18059270457635,1957.14135742188,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2011,,2025-07-01,71.263,96.1,1.70947966777939,2879.53930664063,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,1995,,2025-07-01,64.725,56.5,1.10843685293345,1705.4482421875,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2001,,2025-07-01,67.2,71.6,1.28342384807613,2078.96606445313,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2002,,2025-07-01,67.582,73.3,1.31040529907691,2127.50708007813,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2003,,2025-07-01,67.958,75.1,1.28804117084015,2229.576171875,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2004,,2025-07-01,68.272,78.2,1.42931840791469,2301.08178710938,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2005,,2025-07-01,68.748,78.6,1.47057738444089,2342.15478515625,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2006,,2025-07-01,69.157,96.5,1.47433419676036,2489.99291992188,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,1997,,2025-07-01,65.616,64.1026840209961,1.11903218631364,1828.96862792969,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,1998,,2025-07-01,66.008,65.9266891479492,1.12936780600491,1931.74047851563,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,1999,,2025-07-01,66.404,67.7458572387695,1.17173405143629,1935.47875976563,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2009,,2025-07-01,70.454,85.9,1.52790856344482,2710.66650390625,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2010,,2025-07-01,70.821,95.7,1.60244785045845,2767.04223632813,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2015,,2025-07-01,72.894,97.3,1.7664016342312,3146.24780273438,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2012,,2025-07-01,71.674,96.4,1.75488463716991,2927.45043945313,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2013,,2025-07-01,72.117,97.2,1.73073406194248,3008.185546875,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2014,,2025-07-01,72.522,97.3,1.73798808236744,3051.458984375,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2007,,2025-07-01,69.62,82.2,1.47515262068151,2540.615234375,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2008,,2025-07-01,70.051,84.1,1.56474403092224,2648.58569335938,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Mozambique,MZ,MOZ,2012,,2025-07-01,56.46,21.2,0.193172394960507,540.2945177803,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2014,,2025-07-01,57.965,24.8,0.224530531564972,585.266716133984,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2006,,2025-07-01,52.748,13,0.135988270025521,420.526462764726,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2001,,2025-07-01,50.259,5.7,0.102299477999705,317.185703581034,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2013,,2025-07-01,57.189,22.4,0.204254329192642,559.393953685688,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2004,,2025-07-01,51.855,10.7,0.140123797442107,377.064958084878,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2005,,2025-07-01,52.322,11.8,0.131275871947836,391.699758163976,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2011,,2025-07-01,55.733,20.2,0.17968171983647999,514.869957191994,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2007,,2025-07-01,53.255,12.4,0.152370143512889,442.049574057751,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2009,,2025-07-01,54.4,15,0.151957786228809,475.788178051193,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2010,,2025-07-01,55.04,18.9,0.156805215477819,494.162859074785,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2015,,2025-07-01,58.711,24,0.243250117185858,610.563774706589,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,1995,,2025-07-01,46.546,NA,0.0787818449637951,212.086249862904,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,1996,,2025-07-01,47.121,NA,0.0735668619880091,227.198486695187,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,1997,,2025-07-01,47.8,6.6,0.0791387271089727,247.184945629196,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2000,,2025-07-01,49.476,6.1,0.0866425849408149,287.390630344484,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,1998,,2025-07-01,48.212,3.66317558288574,0.0747557850816449,266.672705397492,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2002,,2025-07-01,50.879,8.4,0.104814040133687,340.13537022259,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2003,,2025-07-01,51.383,8.1,0.130225770563066,356.521157404125,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,2008,,2025-07-01,53.799,13.6,0.144323516401,460.94729485679,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Mozambique,MZ,MOZ,1999,,2025-07-01,48.837,4.87912368774414,0.0727282733446311,291.560018665606,Sub-Saharan Africa,Maputo,32.5713,-25.9664,Low income,IDA
Myanmar,MM,MMR,2000,,2025-07-01,60.357,41.9,0.221709285548484,298.590464506047,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,1999,,2025-07-01,60.107,NA,0.206402540124611,265.455335144782,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2011,,2025-07-01,63.859,54.1,0.185609741192906,895.512538750361,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,1998,,2025-07-01,59.896,NA,0.190364214501161,242.132148131424,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2002,,2025-07-01,60.925,47,0.191284718183921,364.855800192477,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2003,,2025-07-01,61.196,45.1,0.234800928240979,411.498764121919,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2001,,2025-07-01,60.64,43,0.191692848194143,328.973872708996,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2006,,2025-07-01,62.026,48.4,0.218722830855244,586.085579927418,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,1995,,2025-07-01,58.671,NA,0.173682462042667,211.265635944507,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2004,,2025-07-01,61.443,46.2,0.22583975634631,463.330135715332,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2005,,2025-07-01,61.72,47.3,0.236951674030081,522.099544784661,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2009,,2025-07-01,63.095,51.8,0.159971775029907,785.634853157894,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2010,,2025-07-01,63.479,48.8,0.176010377856472,854.932478016035,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2015,,2025-07-01,65.288,60.5,0.386288210140348,1166.73305546337,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2012,,2025-07-01,64.251,55.3,0.25196515888876,953.123081923425,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
Myanmar,MM,MMR,2013,,2025-07-01,64.617,56.5,0.282921766692084,1024.69060473254,East Asia & Pacific,Naypyidaw,95.9562,21.914,Lower middle income,IDA
